sentence,source
"The woman to whom the first track refers, Ada Eastman, was Hutchings's great grandmother from Barbados, while the others refer to influential black women throughout history.",pages_articles24
"It then enters Tanauan, Malvar, Lipa, where it diverts motorists around the poblacion as Ayala Highway, San Jose, and Batangas City, where it ends at Lawas Junction, its intersection with Palico–Balayan–Batangas Road and P. Burgos Street (Manila-Batangas Pier Road) in the poblacion.",pages_articles24
"Houfe wrote in his ""Dictionary of Nineteenth-Century British Book Illustrators and Caricaturists"" (1996) that Balliol Salmon was one of the best pencil and chalk artists to work for the press in the Edwardian era.",pages_articles24
"It's not just the music that gets her fans riled up, it's also her live performances which typically are infused with a touch of eccentricity.",pages_articles24
She asks Teel to continue watching the webcam stream as her father enters Madison's bedroom to rape her.,pages_articles24
"In 1989, Przemysław Rokita left the Warsaw University of Technology and two years later he became a full-time employee of PZ Karen in the ""export software"" department.",pages_articles24
"A group of her photographs is a part of the Tia Collection in Santa Fe, New Mexico.",pages_articles24
"Sun-deok questioned Ho-cho as to how the Princess had learnt such things, but hid the shoes.",pages_articles24
"In 1977, she was admitted to the English Roll of Solicitors.",pages_articles24
The album was recorded while the band was on a world tour and at their home base in Miami.,pages_articles24
"(Bright Sword, Episode 3)",pages_articles24
The new name has been used since 2003.,pages_articles24
"The play first premiered at the English Theatre Berlin, in Berlin, Germany, in February 2009, followed by a production at Seven Stages Theatre in Atlanta, Georgia, in March 2009.",pages_articles24
"On 1 June 1876, Prince Otto arrived at the mansion house to spend several weeks in Ludwigsthal.",pages_articles24
"Some scenes were filmed on location, in London's Soho district.",pages_articles24
The 2018 Chinese FA Women's Cup () was the 12th edition of the Chinese FA Women's Cup.,pages_articles24
"Music is an important part of Buñuel's early films, to such an extent that, for his one silent film ""Un Chien Andalou"", in his sixties, he took the trouble to create a sonorised version.",pages_articles24
Halifax 1902 beer poisoning.,pages_articles24
"A study in prostate cancer demonstrated that the protein's regulatory region was under the control of the histone modification H3K4me3, which typically indicates active gene expression in non-cancerous cells.",pages_articles24
"The 4 crew members were to have consisted of a gunner in the nose, pilot, navigator and gunner in the rear fuselage.",pages_articles24
"In December 2016, June signed an exclusive songwriter and co-publishing agreement with Think",pages_articles24
"To which Hank said that no, but it is starting to seem a bit odd and coincidental to just be a run of the mill “jinx” as it’s been happening a few too many times and all in the same area.",pages_articles24
Painkillers is a 2018 Belgian drama thriller film directed by Roxy Shih and written by Giles Daoust.,pages_articles24
Siraji was a bright student and has completed at the top of his class both in primary and high school.,pages_articles24
"In September 1776, a group of several privateers took three or four ships, and plundered about ten others.",pages_articles24
"Mayer made his competitive debut for Roda on 5 August 2022, the first matchday of the 2022–23 season, replacing Bryan Limbombe in the 91st minute of a 2–0 away victory against Dordrecht at the Krommedijk.",pages_articles24
"Also stored on the flash memory within the ILO-X instruments are digital assets (41 files, 2 copies of which were transmitted back to Earth from the Moon surface), which are documented on the commercial payloads/digital assets catalogue of the Space Artefacts site under search term ""ILOA Moon Museum"".",pages_articles24
She played for Japan national team.,pages_articles24
"I'm not actually Afro-Latina and I do want to make that distinction because Melonie [Diaz] is actually the only person who is in her real life is Latina.""",pages_articles24
"Aside from swimming, Morgan has pushed himself in other athletic endeavours, including tandem cycling and the successful ascent of Mount Kilimanjaro.",pages_articles24
"She participated in the 2013 FIVB World Grand Prix, 2014 Montreux Volley Masters, and 2017 Women's Pan-American Volleyball Cup.",pages_articles24
"Their Bon-gwan was in Liaodong Commandery (), China.",pages_articles24
"He made his senior debut on 3 March 2018 in a 1–1 away draw against Tianjin TEDA, coming on as a substitute for Hu Rentian in the 84th minute.",pages_articles24
"The plot takes the form of an anonymous narrator exchanging letters with a deceased lover, recounting their affair.",pages_articles24
"It is a Public Private Partnership development, which is jointly developed by PT Usaha Era Pratama Nusantara, a subsidiary of PT AKR Corporindo Tbk, and PT Berlian Jasa Terminal Indonesia, a subsidiary of state owned company Pelindo III.",pages_articles24
"The debt issued by Rhinebridge, ... was bought by among others, King County, Washington, which managed money on behalf of one hundred other public agencies.",pages_articles24
"Upwelling models argues that rising material within Miranda's interior, either from diapirism or solid-state convection, drove tectonic extension and possibly cryovolcanism on Miranda's surface.",pages_articles24
"Ivo Škarić (1933–2009) was a leading Croatian expert in rhetoric and a founder of the Department of Phonetics at the Faculty of Philosophy in Zagreb, Croatia.",pages_articles24
"It was released on February 16, 2018, by Record Makers.",pages_articles24
"He was educated at local public schools, and graduated from Phillips Exeter in 1929.",pages_articles24
Renate Roider (born 22 December 1971) is an Austrian cross-country skier.,pages_articles24
This was also an Asian record.,pages_articles24
It has been likened to a variant of Paella.,pages_articles24
Former state treasurer Frederick Mansfield defeated five other candidates to be elected Mayor of Boston.,pages_articles24
